prodcode	dmdcode	gemscriptcode	productname	drugsubstance	strength	formulation	route	bnfcode	bnfchapter	Group	Name	Class
5348	319181000	72176020	Diltiazem 300mg modified-release capsules	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
5477	319216008	52063020	Nicardipine 30mg modified-release capsules	Nicardipine hydrochloride	30mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nicardipine	CCB
5513	193215001000027104	74596020	Dilzem sr 60mg Capsule (Elan Pharma)	Diltiazem hydrochloride	60mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
5570	20011000001105	85619020	Zanidip 10mg tablets (Recordati Pharmaceuticals Ltd)	Lercanidipine hydrochloride	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
5593	319316005	79553020	Lercanidipine 10mg tablets	Lercanidipine hydrochloride	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
5612	48211000001104	72568020	Coversyl 2mg tablets (Servier Laboratories Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
5723	53611000001106	76328020	Cozaar 50mg tablets (Merck Sharp & Dohme Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
5735	802311000001101	72671020	Tritace 5mg capsules (Sanofi)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
5800	902211000001100	72569020	Coversyl 4mg tablets (Servier Laboratories Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
5806	385611000001104	82933020	Tensipine MR 20 tablets (Thornton & Ross Ltd)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
5861	318910003	74179020	Fosinopril 20mg tablets	Fosinopril sodium	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Fosinopril	ACE
5914	408111000001107	72823020	Istin 10mg tablets (Pfizer Ltd)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
5988	318986004	74672020	Telmisartan 40mg tablets	Telmisartan	40mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Telmisartan	ARB
6078	374667004	79311020	Perindopril erbumine 8mg tablets	Perindopril erbumine	8mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
6217	408055003	78179020	Olmesartan medoxomil 10mg tablets	Olmesartan medoxomil	10mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Olmesartan	ARB
6243	134463001	74674020	Telmisartan 20mg tablets	Telmisartan	20mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Telmisartan	ARB
6261	5010511000001106	87057020	Tritace 1.25mg tablets (Sanofi)	Ramipril	1.25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
6285	385542009	78212020	Olmesartan medoxomil 20mg tablets	Olmesartan medoxomil	20mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Olmesartan	ARB
6288	408051007	87053020	Ramipril 5mg tablets	Ramipril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
6309	71095001000027104	57068020	Adizem xl 300mg Capsule (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
6314	408050008	87051020	Ramipril 2.5mg tablets	Ramipril	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
6351	385543004	78176020	Olmesartan medoxomil 40mg tablets	Olmesartan medoxomil	40mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Olmesartan	ARB
6359	27675001000027104	51463020	Zestoretic 10- 10mg+12.5mg Tablet (AstraZeneca UK Ltd)	Lisinopril/Hydrochlorothiazide	10mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
6362	5011111000001108	87061020	Tritace 5mg tablets (Sanofi)	Ramipril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
6364	5010811000001109	87059020	Tritace 2.5mg tablets (Sanofi)	Ramipril	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
6408	797911000001103	81266020	Tanatril 5mg tablets (Mitsubishi Tanabe Pharma Europe Ltd)	Imidapril hydrochloride	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Imidapril	ACE
6437	318959004	79786020	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets	Losartan potassium/Hydrochlorothiazide	50mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
6468	318880006	50822020	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
6477	237585001000027104	87706020	Amlodipine maleate 10mg tablets	Amlodipine	10mg	Tablets	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
6510	219711000001103	68477020	Univer 120mg modified-release capsules (Teva UK Ltd)	Verapamil hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
6518	117011000001107	83507020	Diovan 160mg capsules (Novartis Pharmaceuticals UK Ltd)	Valsartan	160mg	Capsule	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Valsartan	ARB
6765	318885001	69848020	Quinapril 5mg tablets	Quinapril hydrochloride	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Quinapril	ACE
6786	318884002	50823020	Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets	Lisinopril/Hydrochlorothiazide	10mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
6794	3437611000001100	83957020	Perindopril erbumine 4mg / Indapamide 1.25mg tablets	Perindopril erbumine/Indapamide	4mg + 1.25mg	Tablet	Oral	02020100/02050500/02050501	Thiazides And Related Diuretics/Drugs Affecting The Renin-angiotensin System/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
6806	825311000001100	68564020	Zestril 10mg tablets (AstraZeneca UK Ltd)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
6807	823211000001109	68563020	Zestril 5mg tablets (AstraZeneca UK Ltd)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
6856	319284000	88865020	Amlodipine 10mg tablets	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
6877	7668611000001104	87998020	Co-Diovan 160mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan/Hydrochlorothiazide	160mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
6939	318994006	84000020	Eprosartan 300mg tablets	Eprosartan mesilate	300mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Eprosartan	ARB
7043	376998003	88788020	Candesartan 32mg tablets	Candesartan cilexetil	32mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
7280	48511000001101	65383020	Plendil 10mg modified-release tablets (AstraZeneca UK Ltd)	Felodipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
7314	582611000001106	69843020	Accupro 5mg tablets (Pfizer Ltd)	Quinapril hydrochloride	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Quinapril	ACE
7338	434511000001104	85709020	Aprovel 75mg tablets (Sanofi)	Irbesartan	75mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
7398	648211000001107	84428020	Viazem XL 360mg capsules (Thornton & Ross Ltd)	Diltiazem hydrochloride	360mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
7419	318924004	69080020	Trandolapril 500microgram capsules	Trandolapril	500microgram	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Trandolapril	ACE
7541	280811000001100	57458020	Nifopress Retard 20mg tablets (AMCo)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
7562	291111000001102	58764020	Cardene 30mg capsules (Astellas Pharma Ltd)	Nicardipine hydrochloride	30mg	Capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nicardipine	CCB
7823	188995001000027104	06750007	NIFEDIPINE TAB 5 mg					00000000	Unknown	Mono	Nifedipine	CCB
8024	96995001000027104	03142007	DILTIAZEM HCl XL 300 MG CAP					00000000	Unknown	6 month exclusion	Diltiazem	CCB
8025	346811000001101	71439020	Gopten 1mg capsules (Abbott Laboratories Ltd)	Trandolapril	1mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Trandolapril	ACE
8026	273111000001109	71440020	Gopten 2mg capsules (Abbott Laboratories Ltd)	Trandolapril	2mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Trandolapril	ACE
8105	302311000001104	58451020	Innovace 20mg tablets (Merck Sharp & Dohme Ltd)	Enalapril maleate	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
8106	749611000001107	55119020	Innovace 2.5mg tablets (Merck Sharp & Dohme Ltd)	Enalapril maleate	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
8201	319218009	65032020	Nicardipine 30mg capsules	Nicardipine hydrochloride	30mg	Capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nicardipine	CCB
8213	197535001000027104	75515020	Nifedipine 24 20mg Modified-release tablet	Nifedipine	20mg	Modified-release Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
8257	3689711000001108	69560020	Prescal 2.5mg tablets (Novartis Pharmaceuticals UK Ltd)	Isradipine	2.5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Isradipine	CCB
8268	891711000001107	68567020	Zestril 20mg tablets (AstraZeneca UK Ltd)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
8310	319280009	69563020	Isradipine 2.5mg tablets	Isradipine	2.5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Isradipine	CCB
8524	81585001000027104	58375020	Securon 40mg Tablet (Abbott Laboratories Ltd)	Verapamil hydrochloride	40mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
8558	196015001000027104	75162020	Adizem xl 120mg Capsule (Napp Pharmaceuticals Ltd)	Diltiazem Hydrochloride	120mg	Capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
8642	3142511000001102	68652020	Tenif 50mg/20mg modified-release capsules (AstraZeneca UK Ltd)	Atenolol/Nifedipine	50mg + 20mg	Modified-release capsule	Oral	02040000/02060200	Beta-adrenoceptor Blocking Drugs/Calcium-channel Blockers	Combo	Combo	Combo
8759	68645001000027112	56680020	Verapamil hcl 120mg modified release tablets	Verapamil Hydrochloride	120mg	Modified Release Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
8800	730211000001104	55120020	Innovace 5mg tablets (Merck Sharp & Dohme Ltd)	Enalapril maleate	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
8830	316111000001104	55121020	Innovace 10mg tablets (Merck Sharp & Dohme Ltd)	Enalapril maleate	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
8884	557111000001106	48758020	Cordilox 40mg tablets (IVAX Pharmaceuticals UK Ltd)	Verapamil hydrochloride	40mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
8923	91075001000027104	02913007	CAPTOPRIL 100 MG TAB					00000000	Unknown	ever exclusion	Captopril	ACE
8945	65411000001102	68479020	Univer 240mg modified-release capsules (Teva UK Ltd)	Verapamil hydrochloride	240mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
8975	36149411000001104	68473020	Verapamil 180mg modified-release capsules	Verapamil hydrochloride	180mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
9094	118925001000027104	03901007	DILTIAZEM HCl SR 300 MG CAP					00000000	Unknown	6 month exclusion	Diltiazem	CCB
9196	859711000001103	85710020	Aprovel 150mg tablets (Sanofi)	Irbesartan	150mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
9211	95195001000027104	03072007	ADIZEM-XL 180 MG CAP					00000000	Unknown	6 month exclusion	Diltiazem	CCB
9240	196025001000027104	75163020	Adizem xl 180mg Capsule (Napp Pharmaceuticals Ltd)	Diltiazem Hydrochloride	180mg	Capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
9269	319233001	80875020	Nifedipine 40mg modified-release tablets	Nifedipine	40mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
9334	562711000001104	65384020	Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd)	Felodipine	2.5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
9374	181535001000027104	72559020	Adizem 60mg Modified-release tablet (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
9386	319215007	52064020	Nicardipine 45mg modified-release capsules	Nicardipine hydrochloride	45mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nicardipine	CCB
9410	298811000001103	79520020	Angitil SR 120 capsules (Ethypharm UK Ltd)	Diltiazem hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
9437	490211000001101	65382020	Plendil 5mg modified-release tablets (AstraZeneca UK Ltd)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
9485	677411000001108	50475020	Hypolar Retard 20 tablets (Sandoz Ltd)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
9553	630411000001107	54678020	Slofedipine XL 60 tablets (Zentiva)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
9569	35367911000001104	65404020	Verapamil 120mg modified-release tablets	Verapamil hydrochloride	120mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
9573	2882011000001104	54677020	Slofedipine XL 30mg tablets (Zentiva)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
9646	111611000001109	72669020	Tritace 1.25mg capsules (Aventis Pharma)	Ramipril	1.25mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
9670	333011000001100	74741020	Motens 4mg tablets (GlaxoSmithKline UK Ltd)	Lacidipine	4mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lacidipine	CCB
9693	43711000001100	55352020	Tritace 10mg capsules (Sanofi)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
9708	197575001000027104	75520020	Diltiazem 24hr 120mg modified-release capsules	Diltiazem Hydrochloride	120mg	24 Hour Modified Release Capsules	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
9723	219611000001107	79935020	Calcicard CR 90mg tablets (Teva UK Ltd)	Diltiazem hydrochloride	90mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
9731	318894007	75607020	Quinapril 40mg tablets	Quinapril hydrochloride	40mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Quinapril	ACE
9745	401211000001105	84004020	Teveten 300mg tablets (Mylan)	Eprosartan mesilate	300mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Eprosartan	ARB
9750	319248007	79994020	Nifedipine 60mg modified-release capsules	Nifedipine	60mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
9764	178295001000027104	72035020	Carace 20 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
9915	5011411000001103	87063020	Tritace 10mg tablets (Sanofi)	Ramipril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
9919	8793111000001101	82544020	Diltiazem 2% cream	Diltiazem hydrochloride	20mg/1gram	Cream	Transdermal	01070000/02060200	Local Preparations For Anal And Rectal Disorders/Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
9948	410958005	87606020	Trandolapril 4mg capsules	Trandolapril	4mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Trandolapril	ACE
10135	235325001000027104	86770020	Nifedipress mr 10mg Modified-release tablet (Sandoz Ltd)	Nifedipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
10136	619111000001101	84877020	Nifedipress MR 20 tablets (Dexcel-Pharma Ltd)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
10153	235995001000027104	87083020	Felendil xl 5mg Modified-release tablet (Ratiopharm UK Ltd)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
10246	9049911000001104	88897020	Adipine XL 60mg tablets (Chiesi Ltd)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
10267	2886511000001108	81943020	Adizem-XL 200mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	200mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
10316	792411000001108	83981020	CoAprovel 150mg/12.5mg tablets (Sanofi)	Hydrochlorothiazide/Irbesartan	12.5mg + 150mg	Tablet	Oral	02020100/02050504	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
10323	395497004	89779020	Losartan 100mg / Hydrochlorothiazide 25mg tablets	Losartan potassium/Hydrochlorothiazide	100mg + 25mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
10595	3879211000001104	68599020	Nimotop 30mg tablets (Bayer Plc)	Nimodipine	30mg	Tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Nimodipine	CCB
10688	318248001	69592020	Verapamil 160mg tablets	Verapamil hydrochloride	160mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
10832	81595001000027104	58376020	Securon 80mg Tablet (Abbott Laboratories Ltd)	Verapamil hydrochloride	80mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
10882	321011000001103	68554020	Carace 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Lisinopril	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
10897	96235001000027104	03117007	VERAPAMIL S/F 40 MG/5ML SOL					00000000	Unknown	Mono	Verapamil	Verapamil
10902	152515001000027104	68129020	Captopril 50mg with Hydrochlorothiazide 25mg tablets	Captopril/Hydrochlorothiazide	50mg + 25mg	Tablets	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
11133	159305001000027104	69268020	Hydrochlorothiazide with captopril 25mg with 50mg Tablet	Captopril/Hydrochlorothiazide	25mg + 50mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
